IDBOOK,IDSCORA,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,ITSEX,ITLANG,SSYSTEM,ILRELIAB,IDPOP,IDGRADE,IDGRADER,BSDAGE,JKREP,JKZONE,HOUWGT,SENWGT,TOTWGT
11,388,840,558,55806,5580604,2,1,4602,0,2,8,2,14.16666667,0,63,1.140376681,0.077292713,532.6394308
12,393,840,558,55806,5580606,1,1,4604,0,2,8,2,13.66666667,0,63,1.140376681,0.077292713,532.6394308
13,391,840,558,55806,5580607,2,1,4605,1,2,8,2,14.16666667,0,63,1.140376681,0.077292713,532.6394308
1,387,840,558,55806,5580610,2,1,4608,0,2,8,2,14.5,0,63,1.140376681,0.077292713,532.6394308
2,391,840,558,55806,5580611,1,1,4609,1,2,8,2,14.33333333,0,63,1.140376681,0.077292713,532.6394308
4,393,840,558,55806,5580613,2,1,4611,0,2,8,2,14,0,63,1.140376681,0.077292713,532.6394308
5,391,840,558,55806,5580615,1,1,4613,1,2,8,2,13.66666667,0,63,1.140376681,0.077292713,532.6394308
6,390,840,558,55806,5580616,1,1,4614,0,2,8,2,14.08333333,0,63,1.140376681,0.077292713,532.6394308
7,380,840,558,55806,5580617,2,1,4615,0,2,8,2,14,0,63,1.140376681,0.077292713,532.6394308
8,392,840,558,55806,5580619,1,1,4617,1,2,8,2,14.25,0,63,1.140376681,0.077292713,532.6394308
10,393,840,558,55806,5580621,2,1,4619,0,2,8,2,13.75,0,63,1.140376681,0.077292713,532.6394308
11,393,840,558,55806,5580622,2,1,4620,0,2,8,2,13.75,0,63,1.140376681,0.077292713,532.6394308
12,391,840,558,55806,5580624,2,1,4622,0,2,8,2,14.25,0,63,1.140376681,0.077292713,532.6394308
13,392,840,558,55806,5580625,2,1,4623,0,2,8,2,14.66666667,0,63,1.140376681,0.077292713,532.6394308
14,390,840,558,55806,5580626,2,1,4624,0,2,8,2,14.41666667,0,63,1.140376681,0.077292713,532.6394308
1,387,840,558,55806,5580628,2,1,4626,0,2,8,2,13.75,0,63,1.140376681,0.077292713,532.6394308
2,391,840,558,55806,5580629,1,1,4627,0,2,8,2,14.25,0,63,1.140376681,0.077292713,532.6394308
3,392,840,559,55906,5590601,2,1,4628,0,2,8,2,13.75,1,63,1.017581203,0.068969852,475.2849487
4,390,840,559,55906,5590602,2,1,4629,0,2,8,2,14.33333333,1,63,1.017581203,0.068969852,475.2849487
5,373,840,559,55906,5590604,2,1,4631,1,2,8,2,14.16666667,1,63,1.017581203,0.068969852,475.2849487
6,392,840,559,55906,5590605,1,1,4632,0,2,8,2,13.66666667,1,63,1.017581203,0.068969852,475.2849487
7,390,840,559,55906,5590606,1,1,4633,0,2,8,2,14,1,63,1.017581203,0.068969852,475.2849487
8,389,840,559,55906,5590608,2,1,4635,1,2,8,2,14.41666667,1,63,1.017581203,0.068969852,475.2849487
9,331,840,559,55906,5590609,1,1,4636,0,2,8,2,14.08333333,1,63,1.017581203,0.068969852,475.2849487
10,330,840,559,55906,5590610,2,1,4637,0,2,8,2,14.08333333,1,63,1.017581203,0.068969852,475.2849487
11,393,840,559,55906,5590611,2,1,4638,0,2,8,2,14.66666667,1,63,1.017581203,0.068969852,475.2849487
12,392,840,559,55906,5590613,2,1,4640,0,2,8,2,13.41666667,1,63,1.017581203,0.068969852,475.2849487
13,393,840,559,55906,5590614,1,1,4641,0,2,8,2,14.08333333,1,63,1.017581203,0.068969852,475.2849487
14,392,840,559,55906,5590615,2,1,4642,0,2,8,2,13.83333333,1,63,1.017581203,0.068969852,475.2849487
1,391,840,559,55906,5590617,1,1,4644,0,2,8,2,14.08333333,1,63,1.017581203,0.068969852,475.2849487
2,393,840,559,55906,5590618,2,1,4645,0,2,8,2,13.75,1,63,1.017581203,0.068969852,475.2849487
3,390,840,559,55906,5590619,2,1,4646,0,2,8,2,14.66666667,1,63,1.017581203,0.068969852,475.2849487
4,389,840,559,55908,5590801,2,1,4647,0,2,8,2,14.41666667,1,63,1.1685143,0.079199831,545.7817592
5,392,840,559,55908,5590803,1,1,4649,0,2,8,2,14.16666667,1,63,1.1685143,0.079199831,545.7817592
6,391,840,559,55908,5590804,1,1,4650,1,2,8,2,14.58333333,1,63,1.1685143,0.079199831,545.7817592
7,393,840,559,55908,5590805,1,1,4651,0,2,8,2,14,1,63,1.1685143,0.079199831,545.7817592
8,389,840,559,55908,5590807,1,1,4653,0,2,8,2,14.08333333,1,63,1.1685143,0.079199831,545.7817592
9,391,840,559,55908,5590808,1,1,4654,1,2,8,2,13.5,1,63,1.1685143,0.079199831,545.7817592
10,390,840,559,55908,5590809,1,1,4655,0,2,8,2,14.16666667,1,63,1.1685143,0.079199831,545.7817592
12,388,840,559,55908,5590812,2,1,4658,1,2,8,2,14.58333333,1,63,1.1685143,0.079199831,545.7817592
13,328,840,559,55908,5590813,2,1,4659,0,2,8,2,13.91666667,1,63,1.1685143,0.079199831,545.7817592
14,392,840,559,55908,5590814,1,1,4660,0,2,8,2,14.66666667,1,63,1.1685143,0.079199831,545.7817592
1,393,840,559,55908,5590816,2,1,4662,1,2,8,2,13.75,1,63,1.1685143,0.079199831,545.7817592
6,389,840,563,56302,5630201,2,1,4707,1,2,8,2,14.16666667,0,64,1.070645856,0.072566481,500.0700285
7,390,840,563,56302,5630202,2,1,4708,0,2,8,2,14.41666667,0,64,1.070645856,0.072566481,500.0700285
8,389,840,563,56302,5630204,2,1,4710,0,2,8,2,14.5,0,64,1.070645856,0.072566481,500.0700285
9,393,840,563,56302,5630205,2,1,4711,1,2,8,2,14.25,0,64,1.070645856,0.072566481,500.0700285
10,390,840,563,56302,5630206,1,1,4712,0,2,8,2,13.91666667,0,64,1.070645856,0.072566481,500.0700285
11,331,840,563,56302,5630207,2,1,4713,0,2,8,2,13.16666667,0,64,1.070645856,0.072566481,500.0700285
12,390,840,563,56302,5630209,2,1,4715,1,2,8,2,14.66666667,0,64,1.070645856,0.072566481,500.0700285
13,390,840,563,56302,5630210,1,1,4716,0,2,8,2,14,0,64,1.070645856,0.072566481,500.0700285
14,392,840,563,56302,5630211,1,1,4717,0,2,8,2,15.75,0,64,1.070645856,0.072566481,500.0700285
1,317,840,563,56302,5630213,2,1,4719,1,2,8,2,15,0,64,1.070645856,0.072566481,500.0700285
2,392,840,563,56302,5630214,1,1,4720,0,2,8,2,14.08333333,0,64,1.070645856,0.072566481,500.0700285
3,391,840,563,56302,5630215,1,1,4721,0,2,8,2,14.08333333,0,64,1.070645856,0.072566481,500.0700285
4,391,840,563,56302,5630216,1,1,4722,0,2,8,2,14.25,0,64,1.070645856,0.072566481,500.0700285
5,389,840,563,56302,5630218,1,1,4724,0,2,8,2,14.25,0,64,1.070645856,0.072566481,500.0700285
6,373,840,563,56302,5630219,1,1,4725,0,2,8,2,13.25,0,64,1.070645856,0.072566481,500.0700285
7,390,840,563,56302,5630220,2,1,4726,0,2,8,2,14.41666667,0,64,1.070645856,0.072566481,500.0700285
8,393,840,563,56302,5630222,1,1,4728,0,2,8,2,14.08333333,0,64,1.070645856,0.072566481,500.0700285
9,389,840,563,56302,5630223,2,1,4729,0,2,8,2,14.41666667,0,64,1.070645856,0.072566481,500.0700285
10,329,840,563,56302,5630224,1,1,4730,0,2,8,2,13.91666667,0,64,1.070645856,0.072566481,500.0700285
11,390,840,563,56302,5630225,1,1,4731,1,2,8,2,14,0,64,1.070645856,0.072566481,500.0700285
13,390,840,563,56302,5630228,2,1,4734,0,2,8,2,13.91666667,0,64,1.070645856,0.072566481,500.0700285
14,390,840,563,56302,5630229,1,1,4735,1,2,8,2,14.5,0,64,1.070645856,0.072566481,500.0700285
1,391,840,563,56306,5630602,1,1,4737,0,2,8,2,14,0,64,1.051100597,0.071241738,490.940961
2,390,840,563,56306,5630603,1,1,4738,0,2,8,2,14.41666667,0,64,1.051100597,0.071241738,490.940961
3,342,840,563,56306,5630604,2,1,4739,1,2,8,2,14.66666667,0,64,1.051100597,0.071241738,490.940961
4,391,840,563,56306,5630605,2,1,4740,0,2,8,2,13.75,0,64,1.051100597,0.071241738,490.940961
5,390,840,563,56306,5630607,2,1,4742,0,2,8,2,15.66666667,0,64,1.051100597,0.071241738,490.940961
6,390,840,563,56306,5630608,2,1,4743,1,2,8,2,14.83333333,0,64,1.051100597,0.071241738,490.940961
8,390,840,563,56306,5630611,2,1,4746,0,2,8,2,13.83333333,0,64,1.051100597,0.071241738,490.940961
9,389,840,563,56306,5630612,1,1,4747,1,2,8,2,14.41666667,0,64,1.051100597,0.071241738,490.940961
10,390,840,563,56306,5630613,1,1,4748,0,2,8,2,14.25,0,64,1.051100597,0.071241738,490.940961
11,390,840,563,56306,5630614,1,1,4749,0,2,8,2,14.33333333,0,64,1.051100597,0.071241738,490.940961
13,393,840,563,56306,5630617,1,1,4752,0,2,8,2,14.08333333,0,64,1.051100597,0.071241738,490.940961
14,392,840,563,56306,5630618,1,1,4753,0,2,8,2,14.41666667,0,64,1.051100597,0.071241738,490.940961
1,393,840,563,56306,5630620,2,1,4755,1,2,8,2,14.75,0,64,1.051100597,0.071241738,490.940961
2,393,840,563,56306,5630621,1,1,4756,0,2,8,2,14,0,64,1.051100597,0.071241738,490.940961
3,393,840,563,56306,5630622,1,1,4757,0,2,8,2,14,0,64,1.051100597,0.071241738,490.940961
7,392,840,564,56403,5640301,2,1,4758,1,2,8,2,14.5,1,64,1.014277107,0.068745907,473.7416943
8,376,840,564,56403,5640305,2,1,4760,0,2,8,2,14.5,1,64,1.014277107,0.068745907,473.7416943
9,330,840,564,56403,5640306,1,1,4761,0,2,8,2,14.33333333,1,64,1.014277107,0.068745907,473.7416943
10,330,840,564,56403,5640307,1,1,4762,1,2,8,2,14.58333333,1,64,1.014277107,0.068745907,473.7416943
11,331,840,564,56403,5640309,1,1,4763,0,2,8,2,13.83333333,1,64,1.014277107,0.068745907,473.7416943
12,393,840,564,56403,5640311,1,1,4765,0,2,8,2,14.08333333,1,64,1.014277107,0.068745907,473.7416943
13,355,840,564,56403,5640312,2,1,4766,1,2,8,2,14.41666667,1,64,1.014277107,0.068745907,473.7416943
14,392,840,564,56403,5640313,2,1,4767,0,2,8,2,13.75,1,64,1.014277107,0.068745907,473.7416943
1,391,840,564,56403,5640315,2,1,4769,0,2,8,2,14.66666667,1,64,1.014277107,0.068745907,473.7416943
2,393,840,564,56407,5640701,2,1,4770,1,2,8,2,14.33333333,1,64,1.04386019,0.070750996,487.5591603
3,393,840,564,56407,5640702,2,1,4771,0,2,8,2,13.41666667,1,64,1.04386019,0.070750996,487.5591603
4,391,840,564,56407,5640703,1,1,4772,0,2,8,2,14.33333333,1,64,1.04386019,0.070750996,487.5591603
5,391,840,564,56407,5640705,1,1,4774,1,2,8,2,13.66666667,1,64,1.04386019,0.070750996,487.5591603
6,375,840,564,56407,5640706,2,1,4775,0,2,8,2,14.41666667,1,64,1.04386019,0.070750996,487.5591603
7,393,840,564,56407,5640707,2,1,4776,0,2,8,2,14.75,1,64,1.04386019,0.070750996,487.5591603
8,376,840,564,56407,5640709,1,1,4778,1,2,8,2,14.25,1,64,1.04386019,0.070750996,487.5591603
9,391,840,564,56407,5640710,1,1,4779,0,2,8,2,13.75,1,64,1.04386019,0.070750996,487.5591603
10,393,840,564,56407,5640711,2,1,4780,0,2,8,2,14.08333333,1,64,1.04386019,0.070750996,487.5591603
11,393,840,564,56407,5640712,1,1,4781,0,2,8,2,14,1,64,1.04386019,0.070750996,487.5591603
12,388,840,564,56407,5640714,2,1,4783,0,2,8,2,13.83333333,1,64,1.04386019,0.070750996,487.5591603
13,373,840,564,56407,5640715,2,1,4784,0,2,8,2,14.58333333,1,64,1.04386019,0.070750996,487.5591603
14,390,840,564,56407,5640716,1,1,4785,0,2,8,2,14.66666667,1,64,1.04386019,0.070750996,487.5591603
1,387,840,564,56407,5640718,1,1,4787,0,2,8,2,14.41666667,1,64,1.04386019,0.070750996,487.5591603
2,390,840,564,56407,5640719,1,1,4788,0,2,8,2,14.66666667,1,64,1.04386019,0.070750996,487.5591603
1,393,840,565,56503,5650301,2,1,4789,0,2,8,2,14.25,1,65,0.935884561,0.063432599,437.1266336
2,391,840,565,56503,5650302,2,1,4790,0,2,8,2,16.08333333,1,65,0.935884561,0.063432599,437.1266336
3,390,840,565,56503,5650303,2,1,4791,0,2,8,2,13.66666667,1,65,0.935884561,0.063432599,437.1266336
4,328,840,565,56503,5650304,2,1,4792,1,2,8,2,14.58333333,1,65,0.935884561,0.063432599,437.1266336
5,393,840,565,56503,5650306,2,1,4794,0,2,8,2,13.75,1,65,0.935884561,0.063432599,437.1266336
6,373,840,565,56503,5650307,2,1,4795,0,2,8,2,15.66666667,1,65,0.935884561,0.063432599,437.1266336
7,393,840,565,56503,5650308,2,1,4796,1,2,8,2,13.66666667,1,65,0.935884561,0.063432599,437.1266336
8,391,840,565,56503,5650310,2,1,4798,0,2,8,2,14.33333333,1,65,0.935884561,0.063432599,437.1266336
9,393,840,565,56503,5650311,2,1,4799,0,2,8,2,14.58333333,1,65,0.935884561,0.063432599,437.1266336
10,393,840,565,56503,5650312,2,1,4800,1,2,8,2,14.83333333,1,65,0.935884561,0.063432599,437.1266336
11,331,840,565,56503,5650313,2,1,4801,0,2,8,2,13.66666667,1,65,0.935884561,0.063432599,437.1266336
12,393,840,565,56503,5650315,2,1,4803,0,2,8,2,14.41666667,1,65,0.935884561,0.063432599,437.1266336
13,392,840,565,56503,5650316,2,1,4804,1,2,8,2,13.91666667,1,65,0.935884561,0.063432599,437.1266336
14,391,840,565,56503,5650317,2,1,4805,0,2,8,2,14,1,65,0.935884561,0.063432599,437.1266336
1,391,840,565,56503,5650319,2,1,4807,0,2,8,2,14,1,65,0.935884561,0.063432599,437.1266336
2,393,840,565,56503,5650320,2,1,4808,1,2,8,2,14.25,1,65,0.935884561,0.063432599,437.1266336
3,391,840,565,56503,5650321,2,1,4809,0,2,8,2,16,1,65,0.935884561,0.063432599,437.1266336
4,393,840,565,56503,5650322,2,1,4810,0,2,8,2,14.58333333,1,65,0.935884561,0.063432599,437.1266336
5,393,840,565,56503,5650324,2,1,74812,0,2,8,2,15.75,1,65,0.935884561,0.063432599,437.1266336
6,389,840,565,56503,5650325,2,1,74813,0,2,8,2,14.91666667,1,65,0.935884561,0.063432599,437.1266336
2,390,840,565,56507,5650701,2,1,4814,0,2,8,2,15.58333333,1,65,1.216649929,0.082462378,568.2646237
4,393,840,565,56507,5650703,2,1,4816,1,2,8,2,15.08333333,1,65,1.216649929,0.082462378,568.2646237
5,393,840,565,56507,5650705,2,1,4818,0,2,8,2,15,1,65,1.216649929,0.082462378,568.2646237
6,390,840,565,56507,5650706,2,1,4819,0,2,8,2,13.58333333,1,65,1.216649929,0.082462378,568.2646237
7,391,840,565,56507,5650707,2,1,4820,1,2,8,2,14.33333333,1,65,1.216649929,0.082462378,568.2646237
8,373,840,565,56507,5650709,2,1,4822,0,2,8,2,14.16666667,1,65,1.216649929,0.082462378,568.2646237
9,389,840,565,56507,5650710,2,1,4823,0,2,8,2,14.16666667,1,65,1.216649929,0.082462378,568.2646237
11,393,840,565,56507,5650712,2,1,4825,0,2,8,2,14.33333333,1,65,1.216649929,0.082462378,568.2646237
12,393,840,565,56507,5650714,2,1,4827,0,2,8,2,15.58333333,1,65,1.216649929,0.082462378,568.2646237
14,391,840,565,56507,5650716,2,1,4829,0,2,8,2,14.58333333,1,65,1.216649929,0.082462378,568.2646237
1,391,840,565,56507,5650718,2,1,4831,0,2,8,2,15.58333333,1,65,1.216649929,0.082462378,568.2646237
2,393,840,565,56507,5650719,2,1,4832,1,2,8,2,14.16666667,1,65,1.216649929,0.082462378,568.2646237
3,390,840,565,56507,5650720,2,1,4833,0,2,8,2,14.5,1,65,1.216649929,0.082462378,568.2646237
4,391,840,565,56507,5650721,2,1,4834,0,2,8,2,15,1,65,1.216649929,0.082462378,568.2646237
6,393,840,565,56507,5650724,2,1,4837,0,2,8,2,14.5,1,65,1.216649929,0.082462378,568.2646237
7,390,840,565,56507,5650725,2,1,4838,0,2,8,2,14,1,65,1.216649929,0.082462378,568.2646237
1,393,840,567,56704,5670401,2,1,4840,0,2,8,2,14.08333333,0,65,1.410356263,0.095591451,658.7396683
2,390,840,567,56704,5670402,1,1,4841,1,2,8,2,13.91666667,0,65,1.410356263,0.095591451,658.7396683
3,390,840,567,56704,5670403,2,1,4842,0,2,8,2,14.33333333,0,65,1.410356263,0.095591451,658.7396683
4,393,840,567,56704,5670404,2,1,4843,0,2,8,2,15.91666667,0,65,1.410356263,0.095591451,658.7396683
6,393,840,567,56704,5670407,2,1,4846,0,2,8,2,15.08333333,0,65,1.410356263,0.095591451,658.7396683
8,329,840,567,56704,5670410,2,1,4849,1,2,8,2,15.5,0,65,1.410356263,0.095591451,658.7396683
10,393,840,567,56704,5670412,2,1,4851,0,2,8,2,14.91666667,0,65,1.410356263,0.095591451,658.7396683
12,388,840,567,56704,5670415,2,1,4854,0,2,8,2,15.91666667,0,65,1.410356263,0.095591451,658.7396683
13,342,840,567,56704,5670416,2,1,4855,0,2,8,2,15.25,0,65,1.410356263,0.095591451,658.7396683
14,391,840,567,56704,5670417,2,1,4856,0,2,8,2,15.25,0,65,1.410356263,0.095591451,658.7396683
1,393,840,567,56704,5670419,2,1,4858,0,2,8,2,14.25,0,65,1.410356263,0.095591451,658.7396683
2,391,840,567,56704,5670420,2,1,4859,0,2,8,2,14,0,65,1.410356263,0.095591451,658.7396683
1,391,840,568,56803,5680301,1,1,4860,0,2,8,2,14,0,66,0.997091475,0.067581095,465.7147454
2,393,840,568,56803,5680302,1,1,4861,0,2,8,2,13.58333333,0,66,0.997091475,0.067581095,465.7147454
3,393,840,568,56803,5680303,2,1,4862,1,2,8,2,14.16666667,0,66,0.997091475,0.067581095,465.7147454
4,391,840,568,56803,5680304,1,1,4863,0,2,8,2,13.83333333,0,66,0.997091475,0.067581095,465.7147454
6,389,840,568,56803,5680307,1,1,4866,1,2,8,2,14.08333333,0,66,0.997091475,0.067581095,465.7147454
7,391,840,568,56803,5680308,1,1,4867,0,2,8,2,13.83333333,0,66,0.997091475,0.067581095,465.7147454
8,329,840,568,56803,5680310,2,1,4869,0,2,8,2,15.33333333,0,66,0.997091475,0.067581095,465.7147454
10,393,840,568,56803,5680312,1,1,4871,0,2,8,2,14,0,66,0.997091475,0.067581095,465.7147454
11,342,840,568,56803,5680313,1,1,4872,0,2,8,2,14,0,66,0.997091475,0.067581095,465.7147454
12,355,840,568,56803,5680315,2,1,4874,1,2,8,2,14.41666667,0,66,0.997091475,0.067581095,465.7147454
13,391,840,568,56803,5680316,1,1,4875,0,2,8,2,14,0,66,0.997091475,0.067581095,465.7147454
14,392,840,568,56803,5680317,1,1,4876,0,2,8,2,14.41666667,0,66,0.997091475,0.067581095,465.7147454
1,393,840,568,56803,5680319,2,1,4878,1,2,8,2,13.41666667,0,66,0.997091475,0.067581095,465.7147454
2,391,840,568,56803,5680320,1,1,4879,0,2,8,2,13.66666667,0,66,0.997091475,0.067581095,465.7147454
3,393,840,568,56803,5680321,1,1,4880,0,2,8,2,13.83333333,0,66,0.997091475,0.067581095,465.7147454
4,328,840,568,56803,5680322,2,1,4881,0,2,8,2,13.66666667,0,66,0.997091475,0.067581095,465.7147454
5,393,840,568,56803,5680324,1,1,4883,0,2,8,2,13.58333333,0,66,0.997091475,0.067581095,465.7147454
7,393,840,568,56806,5680601,1,1,4885,0,2,8,2,13.58333333,0,66,0.880783129,0.059697921,411.3902292
9,389,840,568,56806,5680604,2,1,4888,0,2,8,2,13.75,0,66,0.880783129,0.059697921,411.3902292
10,393,840,568,56806,5680605,2,1,4889,0,2,8,2,13.5,0,66,0.880783129,0.059697921,411.3902292
11,392,840,568,56806,5680606,1,1,4890,1,2,8,2,13.91666667,0,66,0.880783129,0.059697921,411.3902292
12,390,840,568,56806,5680608,1,1,4892,0,2,8,2,13.41666667,0,66,0.880783129,0.059697921,411.3902292
13,390,840,568,56806,5680609,1,1,4893,0,2,8,2,13.58333333,0,66,0.880783129,0.059697921,411.3902292
14,391,840,568,56806,5680610,1,1,4894,1,2,8,2,14.25,0,66,0.880783129,0.059697921,411.3902292
1,328,840,568,56806,5680612,1,1,4896,0,2,8,2,14.16666667,0,66,0.880783129,0.059697921,411.3902292
2,393,840,568,56806,5680614,1,1,4897,0,2,8,2,15.33333333,0,66,0.880783129,0.059697921,411.3902292
3,329,840,568,56806,5680615,1,1,4898,1,2,8,2,13.91666667,0,66,0.880783129,0.059697921,411.3902292
4,392,840,568,56806,5680616,2,1,4899,0,2,8,2,14.41666667,0,66,0.880783129,0.059697921,411.3902292
5,391,840,568,56806,5680618,1,1,4901,0,2,8,2,14,0,66,0.880783129,0.059697921,411.3902292
6,373,840,568,56806,5680619,2,1,4902,1,2,8,2,14.16666667,0,66,0.880783129,0.059697921,411.3902292
7,391,840,568,56806,5680620,1,1,4903,0,2,8,2,13.5,0,66,0.880783129,0.059697921,411.3902292
8,393,840,568,56806,5680624,2,1,4905,0,2,8,2,14.08333333,0,66,0.880783129,0.059697921,411.3902292
9,373,840,568,56806,5680625,2,1,4906,1,2,8,2,14.41666667,0,66,0.880783129,0.059697921,411.3902292
10,393,840,568,56806,5680626,2,1,4907,0,2,8,2,14.25,0,66,0.880783129,0.059697921,411.3902292
11,355,840,568,56806,5680627,1,1,4908,0,2,8,2,14.25,0,66,0.880783129,0.059697921,411.3902292
12,342,840,568,56806,5680629,1,1,4910,1,2,8,2,14.25,0,66,0.880783129,0.059697921,411.3902292
13,392,840,568,56806,5680630,2,1,4911,0,2,8,2,14.58333333,0,66,0.880783129,0.059697921,411.3902292
14,391,840,568,56806,5680631,1,1,4912,0,2,8,2,13.66666667,0,66,0.880783129,0.059697921,411.3902292
14,393,840,569,56902,5690201,1,1,4913,0,2,8,2,14.08333333,1,66,1.029826168,0.069799795,481.0042444
1,391,840,569,56902,5690203,1,1,4915,0,2,8,2,13.91666667,1,66,1.029826168,0.069799795,481.0042444
2,328,840,569,56902,5690204,1,1,4916,0,2,8,2,14.58333333,1,66,1.029826168,0.069799795,481.0042444
3,392,840,569,56902,5690205,1,1,4917,0,2,8,2,13.66666667,1,66,1.029826168,0.069799795,481.0042444
5,390,840,569,56902,5690208,2,1,4920,0,2,8,2,14.58333333,1,66,1.029826168,0.069799795,481.0042444
6,375,840,569,56902,5690209,2,1,4921,0,2,8,2,13.83333333,1,66,1.029826168,0.069799795,481.0042444
7,391,840,569,56902,5690210,1,1,4922,1,2,8,2,14.08333333,1,66,1.029826168,0.069799795,481.0042444
8,390,840,569,56902,5690212,1,1,4924,0,2,8,2,14.25,1,66,1.029826168,0.069799795,481.0042444
9,393,840,569,56902,5690213,1,1,4925,0,2,8,2,14.91666667,1,66,1.029826168,0.069799795,481.0042444
11,330,840,569,56902,5690215,1,1,4927,0,2,8,2,13.66666667,1,66,1.029826168,0.069799795,481.0042444
12,331,840,569,56902,5690217,1,1,4929,0,2,8,2,14.5,1,66,1.029826168,0.069799795,481.0042444
13,391,840,569,56902,5690218,2,1,4930,1,2,8,2,14.58333333,1,66,1.029826168,0.069799795,481.0042444
14,391,840,569,56902,5690219,2,1,4931,0,2,8,2,15.83333333,1,66,1.029826168,0.069799795,481.0042444
1,393,840,569,56902,5690221,1,1,4933,0,2,8,2,13.83333333,1,66,1.029826168,0.069799795,481.0042444
14,391,840,569,56907,5690701,1,1,4934,0,2,8,2,14.66666667,1,66,1.050018838,0.071168418,490.4357001
1,390,840,569,56907,5690703,1,1,4936,0,2,8,2,13.66666667,1,66,1.050018838,0.071168418,490.4357001
2,328,840,569,56907,5690704,1,1,4937,1,2,8,2,13.5,1,66,1.050018838,0.071168418,490.4357001
3,392,840,569,56907,5690705,1,1,4938,0,2,8,2,13.83333333,1,66,1.050018838,0.071168418,490.4357001
5,375,840,569,56907,5690708,2,1,4941,1,2,8,2,14.08333333,1,66,1.050018838,0.071168418,490.4357001
6,389,840,569,56907,5690709,1,1,4942,0,2,8,2,14.33333333,1,66,1.050018838,0.071168418,490.4357001
7,392,840,569,56907,5690710,2,1,4943,0,2,8,2,14.5,1,66,1.050018838,0.071168418,490.4357001
8,375,840,569,56907,5690712,2,1,4945,1,2,8,2,14.16666667,1,66,1.050018838,0.071168418,490.4357001
10,330,840,569,56907,5690714,1,1,4947,0,2,8,2,13.16666667,1,66,1.050018838,0.071168418,490.4357001
11,393,840,569,56907,5690715,2,1,4948,0,2,8,2,15.16666667,1,66,1.050018838,0.071168418,490.4357001
12,390,840,569,56907,5690717,2,1,4950,0,2,8,2,14.83333333,1,66,1.050018838,0.071168418,490.4357001
13,391,840,569,56907,5690718,1,1,4951,0,2,8,2,14.16666667,1,66,1.050018838,0.071168418,490.4357001
14,393,840,569,56907,5690719,2,1,4952,0,2,8,2,15.33333333,1,66,1.050018838,0.071168418,490.4357001
1,373,840,569,56907,5690721,1,1,4954,0,2,8,2,15,1,66,1.050018838,0.071168418,490.4357001
2,390,840,569,56907,5690722,2,1,4955,0,2,8,2,14.83333333,1,66,1.050018838,0.071168418,490.4357001
4,389,840,569,56907,5690724,2,1,4957,1,2,8,2,15.75,1,66,1.050018838,0.071168418,490.4357001
5,373,840,569,56907,5690726,2,1,74959,0,2,8,2,14.83333333,1,66,1.050018838,0.071168418,490.4357001
12,342,840,570,57007,5700701,2,1,4960,0,2,8,2,14.41666667,1,67,0.867185241,0.05877628,405.0390199
13,392,840,570,57007,5700702,1,1,4961,0,2,8,2,14,1,67,0.867185241,0.05877628,405.0390199
14,392,840,570,57007,5700703,1,1,4962,1,2,8,2,14.58333333,1,67,0.867185241,0.05877628,405.0390199
1,317,840,570,57007,5700705,2,1,4964,0,2,8,2,14.75,1,67,0.867185241,0.05877628,405.0390199
3,342,840,570,57007,5700707,1,1,4966,1,2,8,2,13.75,1,67,0.867185241,0.05877628,405.0390199
4,393,840,570,57007,5700708,2,1,4967,0,2,8,2,14.66666667,1,67,0.867185241,0.05877628,405.0390199
6,389,840,570,57007,5700711,2,1,4970,1,2,8,2,14.58333333,1,67,0.867185241,0.05877628,405.0390199
7,390,840,570,57007,5700712,1,1,4971,0,2,8,2,14.33333333,1,67,0.867185241,0.05877628,405.0390199
8,393,840,570,57007,5700714,2,1,4973,0,2,8,2,15.08333333,1,67,0.867185241,0.05877628,405.0390199
9,389,840,570,57007,5700715,1,1,4974,1,2,8,2,13.75,1,67,0.867185241,0.05877628,405.0390199
10,390,840,570,57007,5700716,1,1,4975,0,2,8,2,14,1,67,0.867185241,0.05877628,405.0390199
11,390,840,570,57007,5700717,2,1,4976,0,2,8,2,13.83333333,1,67,0.867185241,0.05877628,405.0390199
1,328,840,570,57009,5700901,2,1,4978,1,2,8,2,14.16666667,1,67,0.819203332,0.055524152,382.627954
2,392,840,570,57009,5700902,1,1,4979,0,2,8,2,14.5,1,67,0.819203332,0.055524152,382.627954
3,355,840,570,57009,5700903,2,1,4980,0,2,8,2,14.58333333,1,67,0.819203332,0.055524152,382.627954
4,391,840,570,57009,5700904,2,1,4981,0,2,8,2,14.08333333,1,67,0.819203332,0.055524152,382.627954
5,390,840,570,57009,5700906,2,1,4983,0,2,8,2,14.58333333,1,67,0.819203332,0.055524152,382.627954
6,390,840,570,57009,5700907,2,1,4984,0,2,8,2,14.16666667,1,67,0.819203332,0.055524152,382.627954
7,393,840,570,57009,5700908,2,1,4985,0,2,8,2,14.83333333,1,67,0.819203332,0.055524152,382.627954
8,389,840,570,57009,5700910,2,1,4987,0,2,8,2,14.5,1,67,0.819203332,0.055524152,382.627954
9,393,840,570,57009,5700911,2,1,4988,0,2,8,2,14.25,1,67,0.819203332,0.055524152,382.627954
10,390,840,570,57009,5700912,1,1,4989,0,2,8,2,13.91666667,1,67,0.819203332,0.055524152,382.627954
